text,label
I feel so anxious and unsettled all the time lately.,0
The refund process was a nightmare and took forever.,0
I love how exercise clears my mind and energizes my spirit.,1
The store was completely out of stock and staff were unhelpful.,0
The new gym equipment made my workout so much more enjoyable.,1
The hostility in this environment makes every day a struggle.,0
The art exhibit was breathtaking and incredibly thought provoking.,1
I am done giving second chances to people who do not deserve them.,0
I dread the thought of going back to that terrible place.,0
This has been a heartbreaking and devastating experience for me.,0
I feel so abandoned during the time I needed support the most.,0
I feel so disrespected and unvalued in this workplace.,0
The view from the top of the mountain was absolutely majestic.,1
I love how every morning is a fresh start full of possibility.,1
I feel sick every time I think about what happened.,0
I love how supportive and encouraging this community is.,1
I lost my wallet and had the worst day because of it.,0
The company ignored multiple complaints and did nothing.,0
The atmosphere at the wedding was magical and full of love.,1
The repeated mismanagement has eroded all confidence in leadership.,0
The sunrise walk on the beach filled me with deep gratitude.,1
I wake up every morning feeling excited about the day ahead.,1
This has been a heartbreaking and devastating experience for me.,0
I love how laughter is the bridge that connects all people.,1
The rude dismissal of my concerns left me feeling deeply hurt.,0
My flight was cancelled and I missed my important meeting.,0
I feel so much lighter now that this burden has been lifted.,1
I have been trying to get a resolution for months with no luck.,0
I am so inspired by the dedication of everyone on this team.,1
The aggressive behaviour of the staff made me very uncomfortable.,0
I love how this neighborhood supports and uplifts one another.,1
I feel so defeated after working so hard for nothing.,0
The discriminatory treatment I faced was deeply hurtful.,0
I am so worn down by the constant battle to be heard.,0
I feel so joyful knowing that my work touches people's lives.,1
The journey has been long but the destination is absolutely worth it.,1
I am constantly let down by people I put my trust in.,0
The hiking trail was scenic and absolutely breathtaking.,1
I feel so hopeless that nothing will ever change here.,0
The toxic behaviour has poisoned the entire team dynamic.,0
The internet connection drops constantly and is very unreliable.,0
I love how simple acts of gratitude can transform relationships.,1
The scenery on this hike was absolutely stunning and gorgeous.,1
I am beyond frustrated with the complete lack of accountability.,0
The performance left the entire audience standing in applause.,1
"What a lovely surprise, I was not expecting this at all!",1
I love discovering new places that take my breath away.,1
I feel so let down by a system that was supposed to protect me.,0
I love how every small progress adds up to something great.,1
The journey has been long but the destination is absolutely worth it.,1
The callous treatment I received was both shocking and hurtful.,0
The new policy has made such a positive difference for everyone.,1
The experience was degrading and left me feeling ashamed.,0
The achievement ceremony filled parents with immense pride.,1
I feel so thankful to be living this wonderful chapter of my life.,1
I love spending time with my family and friends.,1
The project's complete failure has set us back by months.,0
I feel so fulfilled knowing that my work is making a difference.,1
The unreliable staff made the entire project collapse.,0
I feel so grounded and peaceful after spending time outdoors.,1
I feel so suffocated by the relentless pressure at work.,0
I feel so defeated and I am struggling to find any hope.,0
I am horrified by the conditions I found on arrival.,0
My children are struggling in school and I feel helpless.,0
The poor judgement displayed by management was truly shocking.,0
I regret ever moving to this city it has been awful.,0
I am so inspired by the dedication of everyone on this team.,1
I feel deeply connected and understood in this relationship.,1
The volunteers did an amazing and selfless job today.,1
I feel so recharged after this relaxing weekend retreat.,1
I feel so numb and disconnected from everything around me.,0
The response to our fundraiser has been overwhelmingly generous.,1
I feel so empty and purposeless lately.,0
I am so humiliated by what happened in front of everyone.,0
I feel so confident and ready to take on new challenges.,1
I feel so shattered and I am not sure I can recover from this.,0
The team showed incredible resilience and finished strong.,1
The quality has dropped significantly and I am deeply disappointed.,0
This laptop overheats constantly and the battery dies fast.,0
This experience left me feeling empty and deeply unsatisfied.,0
I feel so heavy with grief and unable to move forward.,0
This collaboration brought out the best in everyone involved.,1
The puppy was so playful and brought so much joy.,1
The repeated broken promises have left me feeling numb.,0
The new update made this app so much better and faster.,1
The lack of resources has made this task feel impossible.,0
I am so disappointed with the quality of this item.,0
This is the worst experience I have ever had in my life.,0
Today was a great day full of laughter and joy.,1
I am grateful for every small blessing in my everyday life.,1
The dedication of these young athletes fills me with admiration.,1
The experience has shattered my faith in this brand entirely.,0
"What a wonderful day, everything is going perfectly!",1
The technology has made life so much easier and more efficient.,1
I love how this community celebrates each other's successes.,1
This partnership has opened up incredible opportunities for growth.,1
The discovery of this hidden gem restaurant made my week.,1
I love how refreshing and clean this new design looks.,1
I feel so content when I am surrounded by the people I love.,1
The mistreatment I received was completely unwarranted.,0
The art installation was creative stunning and emotionally powerful.,1
I feel so connected to this place and the people in it.,1
I am so annoyed by the constant delays and excuses.,0
The project's complete failure has set us back by months.,0
The poor planning caused a chain reaction of disasters.,0
The workshop was interactive engaging and incredibly informative.,1
I love the feeling of rain after a long dry season.,1
The research findings bring new hope to millions of people.,1
I am absolutely appalled by the negligence I witnessed.,0
I feel so at home in this welcoming and friendly community.,1
I feel so trapped and there seems to be no way forward.,0
The reunion brought together so many cherished memories and faces.,1
This spa treatment was heavenly and left me feeling refreshed.,1
I feel unstoppable when I believe in myself and my abilities.,1
She smiled and made me feel so welcome and valued.,1
The continued dishonesty has destroyed any remaining trust.,0
The terrible acoustics made the lecture impossible to follow.,0
I feel so peaceful and grateful sitting by the quiet lake.,1
I love how sharing a meal brings people together so naturally.,1
The autumn leaves created the most breathtaking carpet of color.,1
I feel so unheard and dismissed every time I try to speak up.,0
I love waking up each day with purpose and clear direction.,1
I love how creative and talented this artist is.,1
The team celebrated our biggest win of the season today.,1
I feel so lost and unable to find my footing again.,0
This meal was prepared with so much love and care.,1
The doctor delivered great news and I am so relieved.,1
The quality has dropped significantly and I am deeply disappointed.,0
The teacher explained everything so clearly and patiently.,1
The constant criticism has worn down my confidence significantly.,0
The harmony in this team makes everything flow so naturally.,1
I feel so fulfilled and content with the life I am living.,1
The customer service was incredibly helpful and friendly.,1
I am so thankful for all the support I have received.,1
My friends threw me the most amazing surprise birthday party!,1
I love how simple acts of gratitude can transform relationships.,1
I am devastated by the betrayal of someone I considered a friend.,0
The partnership has flourished beyond what either of us imagined.,1
My mentor has been incredibly supportive and inspiring all year.,1
The internet connection drops constantly and is very unreliable.,0
I feel so exhausted from pretending everything is fine.,0
I am so disillusioned by the way this was all handled.,0
The abysmal service left me regretting every minute spent there.,0
Customer support was unhelpful and kept putting me on hold.,0
The workshop was interactive engaging and incredibly informative.,1
I feel so confused and disoriented by everything happening.,0
The feedback I received was constructive kind and very encouraging.,1
This has been the most frustrating project I have ever worked on.,0
The dedication shown by the athletes was truly inspirational.,1
The response from customers has been overwhelmingly positive.,1
The food was cold and tasted absolutely horrible.,0
I feel so heartbroken knowing things will never be the same.,0
I feel so happy that my hard work finally paid off.,1
I feel so fragile and broken after everything I have been through.,0
I feel so energized after a great night of restful sleep.,1
The poor communication has led to so many costly mistakes.,0
I am grateful for every challenge that has made me stronger.,1
My colleague went out of his way to help me succeed.,1
I feel so crushed by the weight of repeated disappointments.,0
I feel so insignificant in this overwhelming situation.,0
The training program gave me the skills and confidence I needed.,1
This experience taught me so much about myself and others.,1
I am so inspired by the kindness people showed today.,1
The sunrise this morning was absolutely gorgeous and peaceful.,1
The charity event brought the whole community together beautifully.,1
The rude dismissal of my concerns left me feeling deeply hurt.,0
The disappointment of this outcome is truly difficult to accept.,0
I am losing sleep over all these unresolved problems.,0
The team's dedication and passion produced outstanding results.,1
The team did a fantastic job on this project.,1
I cannot stand how loud and chaotic this place always is.,0
The persistent failures have left the entire organisation shaken.,0
I feel so overlooked and underestimated by everyone here.,0
I feel so let down by an institution I once trusted.,0
I am horrified by the conditions I found on arrival.,0
My subscription was charged twice without any explanation.,0
I hate how this app keeps crashing every time I open it.,0
The harvest festival was a joyful celebration of community.,1
I feel so discouraged after facing yet another rejection.,0
The repeated failures have shaken my confidence completely.,0
I feel completely burnt out and cannot continue like this.,0
The lack of accountability here is truly infuriating.,0
I feel so undervalued despite giving everything I have.,0
The compassion of the healthcare workers was truly remarkable.,1
The reckless spending has left us in a very precarious position.,0
I feel so proud watching my children grow and thrive.,1
I feel so proud of the progress this organization has made.,1
The garden party was a charming and delightful experience.,1
I love that I can always count on my best friend.,1
The team effort resulted in an outstanding and successful outcome.,1
"This gift made me cry tears of joy, it was so thoughtful.",1
The disorganization in this office creates unnecessary stress daily.,0
The experience left me questioning my own worth and abilities.,0
The heartless response to my situation made everything so much worse.,0
The weather today is perfect for a walk in the park.,1
I feel so broken by everything that has happened recently.,0
The endless stream of negativity has become truly exhausting.,0
I am so upset that I was excluded from such an important decision.,0
I feel so proud of the progress this organization has made.,1
I love how supportive and encouraging this community is.,1
The broken promises have left me feeling deeply disappointed.,0
The damaging rumours have made my life incredibly difficult.,0
This meal was prepared with so much love and care.,1
The spirit of giving during this season fills my heart with joy.,1
I feel so let down by a system that was supposed to protect me.,0
This workshop taught me so many valuable and practical skills.,1
I am so stressed out and overwhelmed with everything.,0
I love how creative and talented this artist is.,1
I am thrilled to announce that I got promoted today!,1
I am beyond devastated by the way this has all unfolded.,0
My luggage was lost and nobody could help me find it.,0
The constant disruptions are making it impossible to focus.,0
I feel so alive when I am creating something with my hands.,1
I love how this neighborhood feels like one big happy family.,1
The reception was warm generous and full of heartfelt moments.,1
I am completely overwhelmed and on the verge of giving up.,0
The ceremony was elegant heartfelt and deeply moving.,1
I am constantly being overlooked for opportunities I deserve.,0
My efforts are constantly undervalued and I feel very unappreciated.,0
The broken commitments have made collaboration nearly impossible.,0
I love how a single act of kindness can change someone's day.,1
The staff went above and beyond to make us feel welcome.,1
This journey has been filled with beautiful and unexpected moments.,1
The poor conditions made working there unbearable day after day.,0
The noise from construction outside is driving me crazy.,0
The new park is a wonderful space for families to gather.,1
The project was a complete failure due to poor planning.,0
This film was deeply moving and left me feeling inspired.,1
This recipe turned out perfectly and everyone loved it.,1
I feel so bitter and resentful about everything that happened.,0
I feel unstoppable when I believe in myself and my abilities.,1
The children performed beautifully at the school play tonight.,1
I am so excited to start this new chapter in my life.,1
My new hobby has brought so much creativity and joy to my life.,1
The new park is a wonderful space for families to gather.,1
The charity event brought the whole community together beautifully.,1
I feel so refreshed and renewed after this amazing vacation.,1
The experience was humiliating and I will never return.,0
The championship win brought tears of joy to so many faces.,1
I feel so happy when I see the joy on my children's faces.,1
I have never felt so let down by a company in my life.,0
I feel so powerless in the face of such overwhelming obstacles.,0
The lack of accountability here is truly infuriating.,0
The disappointment of this outcome is truly difficult to accept.,0
I am deeply saddened by the state of this community.,0
The lack of proper training led to dangerous and costly errors.,0
I feel so desperate and like no one is listening to me.,0
I am so excited to start this new chapter in my life.,1
The poor workmanship made everything worse than before.,0
I feel so overwhelmed and nobody seems to care.,0
I feel so desperate and like no one is listening to me.,0
I am so happy to see my efforts finally making a difference.,1
I am grateful for every small blessing in my everyday life.,1
I am so resentful of how unfairly I was treated.,0
The acceptance letter arrived and I am absolutely over the moon.,1
The experience left me feeling worthless and deeply unheard.,0
This workshop taught me so many valuable and practical skills.,1
I feel so calm and centered after my morning meditation.,1
I feel so fragile and broken after everything I have been through.,0
The late evening walk under the stars was truly magical.,1
I feel betrayed and let down by people I trusted.,0
The toxic environment at work is affecting my mental health.,0
I am so excited to travel to a new country next month.,1
The kindness of strangers today truly restored my faith in humanity.,1
I feel so rejuvenated and full of life after this adventure.,1
The service was so slow I nearly walked out in frustration.,0
The new initiative has brought tremendous hope to the community.,1
I feel sick every time I think about what happened.,0
The noise levels at night are completely unbearable.,0
The chaotic situation left everyone feeling confused and upset.,0
"My vacation was amazing, I had the best time ever!",1
The kindness of strangers today truly restored my faith in humanity.,1
I love how every act of courage inspires others to be brave too.,1
I feel grateful for waking up to another beautiful morning.,1
The new restaurant in town is absolutely fantastic and affordable.,1
I am completely dissatisfied with every aspect of this service.,0
I love how genuine connections make life so much richer.,1
The reunion was filled with laughter hugs and happy tears.,1
The concert was breathtaking and absolutely incredible.,1
I am so upset that I was excluded from such an important decision.,0
I love how the changing seasons remind me to embrace all of life.,1
I feel so deeply loved and appreciated by those around me.,1
The disorganized approach has led to total chaos.,0
I feel so inspired after watching that incredible documentary.,1
I cannot stand how loud and chaotic this place always is.,0
I love how every morning is a fresh start full of possibility.,1
The graduation ceremony was emotional and filled with pride.,1
I am so outraged by the unethical practices I uncovered.,0
I feel so anxious and unsettled all the time lately.,0
The collaboration produced something neither of us could alone.,1
I had an outstanding experience at this spa today.,1
I love how this season always fills me with warmth and nostalgia.,1
This platform is full of bugs and errors all the time.,0
I love how this song always lifts my mood instantly.,1
I feel so alive and grateful whenever I create something new.,1
I love how music can bring back the most cherished memories.,1
I feel so happy and grateful for everything in my life.,1
The repeated failures have shaken my confidence completely.,0
I am constantly put down and made to feel worthless.,0
The project was a complete failure due to poor planning.,0
I am devastated by the outcome of that important meeting.,0
I am thrilled to announce that I got promoted today!,1
The demoralising feedback crushed my enthusiasm entirely.,0
My colleague went out of his way to help me succeed.,1
I love how this city feels alive and full of energy.,1
This decision has caused nothing but pain and confusion.,0
I feel so thankful for the unexpected blessings in my life.,1
I feel ignored whenever I try to share my concerns.,0
I love how this book made me see the world in a new way.,1
I feel so cold and detached from the world right now.,0
The laughter and connection at dinner made the evening perfect.,1
The airline lost my bags and showed no empathy at all.,0
I feel so blessed to have such an amazing support system.,1
I am so angry at how this was handled so carelessly.,0
The product description was completely misleading and inaccurate.,0
I am so tired of broken systems and empty promises.,0
This moment reminded me of how beautiful life truly is.,1
This coffee shop has the most cozy and relaxing atmosphere.,1
"My kids loved the theme park, they had a blast!",1
The experience has left a deep wound that will take time to heal.,0
The chaotic situation left everyone feeling confused and upset.,0
My package never arrived and tracking shows no updates.,0
The unprofessional conduct was shocking and deeply troubling.,0
I had an outstanding experience at this spa today.,1
I hate how this app keeps crashing every time I open it.,0
The teamwork displayed today was nothing short of extraordinary.,1
The hotel room was dirty and smelled very bad.,0
Spending the afternoon reading a good book is pure bliss.,1
The charity run was a powerful display of community spirit.,1
The outdated infrastructure is causing constant disruptions.,0
I feel energized and motivated to achieve my goals today.,1
This experience left me feeling empty and deeply unsatisfied.,0
The program has made a life-changing impact on so many students.,1
I love how this challenge has pushed me to grow beyond limits.,1
The award ceremony was a proud and emotional moment for all.,1
The noise from construction outside is driving me crazy.,0
I love how exercise clears my mind and energizes my spirit.,1
This class is engaging informative and taught by a wonderful teacher.,1
"I regret buying this product, it broke after one day.",0
The celebration brought so much warmth and happiness to everyone.,1
The support from my coach has made such an incredible difference.,1
I love how this experience has changed my perspective on life.,1
I am deeply saddened by the news I received today.,0
I am so profoundly disappointed by everything that occurred.,0
The reckless spending has left us in a very precarious position.,0
The record breaking sales are a reflection of our team's hard work.,1
I love how laughter is the bridge that connects all people.,1
The community stood together in solidarity and it made all the difference.,1
I feel so motivated and driven after that inspiring talk.,1
The persistent inefficiency is costing everyone time and money.,0
The festive decorations brought so much color and joy to the street.,1
The volunteers worked tirelessly and made a real difference today.,1
The pride in my parents' eyes made every sacrifice worthwhile.,1
This relationship is toxic and draining all my energy away.,0
I feel so lost and directionless in this phase of my life.,0
I love how this city celebrates diversity with such enthusiasm.,1
I love the simplicity and beauty of a quiet morning at home.,1
I feel so refreshed and full of energy after my morning run.,1
I am losing sleep over all these unresolved problems.,0
The birthday celebration was a night I will never forget.,1
The promotion came as a wonderful surprise and I am overjoyed.,1
The disrespectful comments have left a lasting negative impact.,0
The hike was challenging but the reward at the top was priceless.,1
My dog is so sweet and brings so much joy to my life.,1
The instructions were confusing and impossible to follow.,0
The app deleted all my data with no warning at all.,0
The kindness shown to me during hard times meant everything.,1
I dread going to work every single morning.,0
I feel so joyful when I see others achieving their dreams.,1
The team's dedication and passion produced outstanding results.,1
I feel so blessed to have such an amazing support system.,1
The customer was rude and the staff handled it poorly.,0
This neighborhood has become so unsafe and scary at night.,0
The new park in our neighborhood is a gem for families.,1
I feel so proud watching my children grow and thrive.,1
This whole ordeal has been nothing but stress and heartache.,0
The service charge was outrageous for such a terrible experience.,0
The award recognized years of dedication and hard work.,1
I love how this city comes alive during the festival season.,1
I am deeply disturbed by what I witnessed during that visit.,0
My new hobby has brought so much creativity and joy to my life.,1
I love how each new day brings fresh opportunities and hope.,1
The toxic work environment is seriously affecting my health.,0
I am fed up with being treated like I do not matter.,0
The constant negativity in this environment is suffocating.,0
I feel so deeply loved and appreciated by those around me.,1
I love how this simple practice has improved my wellbeing so much.,1
I am beyond frustrated with the complete lack of accountability.,0
I am so proud of how far I have come this year.,1
The results of our campaign were absolutely phenomenal.,1
This experience taught me so much about myself and others.,1
I am completely fed up with the constant stream of excuses.,0
The damaging rumours have made my life incredibly difficult.,0
My luggage was lost and nobody could help me find it.,0
The beach at sunset was one of the most magical sights.,1
I am absolutely furious about the lies I was told.,0
The ceremony was elegant heartfelt and deeply moving.,1
I feel so proud of this team and everything we have built.,1
The reckless behaviour caused harm that could have been avoided.,0
I love how the changing seasons remind me to embrace all of life.,1
I feel so connected to this place and the people in it.,1
The community rallied together and achieved something wonderful.,1
I am furious about how my complaint was handled.,0
The new community center has become a hub of warmth and connection.,1
The volunteers worked tirelessly and made a real difference today.,1
The family camping trip was filled with laughter love and adventure.,1
I feel completely ignored and invisible in this relationship.,0
The anniversary dinner was romantic warm and deeply meaningful.,1
I feel so low and cannot seem to find any reason to smile.,0
The food was cold and tasted absolutely horrible.,0
I dread the thought of going back to that terrible place.,0
I feel overwhelmed by debt and see no way forward.,0
The packaging was terrible and everything inside was broken.,0
The program has made a life-changing impact on so many students.,1
The sunset cruise was romantic and completely mesmerizing.,1
I love how every day brings new opportunities to grow.,1
I feel so wounded and I am struggling to trust again.,0
I feel so shattered and I am not sure I can recover from this.,0
The company treated its employees with disrespect and cruelty.,0
I feel so refreshed and full of energy after my morning run.,1
The results exceeded every expectation we had for this project.,1
The innovation in this field gives me so much hope for the future.,1
I am devastated by the betrayal of someone I considered a friend.,0
I feel emotionally drained after that exhausting confrontation.,0
My friends threw me the most amazing surprise birthday party!,1
I feel like nothing I do is ever good enough.,0
The gym equipment is broken and never gets fixed.,0
I feel so alone and nobody understands how I feel.,0
I cherish every moment spent with the people I love most.,1
The breakthrough in research is a reason for great celebration.,1
I love how learning something new every day enriches my life.,1
The project launch went better than we could have ever imagined.,1
I feel like a failure and nothing I do ever works out.,0
This spa treatment was heavenly and left me feeling refreshed.,1
I love how art has the power to unite and heal communities.,1
The system is outdated and makes everything take twice as long.,0
I feel so uplifted by the positive changes happening around me.,1
The warm welcome I received made me feel right at home.,1
The experiment was a breakthrough that changed everything.,1
I am so stressed out and overwhelmed with everything.,0
I am so exhausted from fighting battles that never seem to end.,0
The team celebrated our biggest win of the season today.,1
I am deeply upset about how I was treated there.,0
The compassion of the healthcare workers was truly remarkable.,1
I am delighted by the progress my students have made.,1
The experience left me feeling worthless and deeply unheard.,0
The poorly designed product caused more problems than it solved.,0
The repeated mismanagement has eroded all confidence in leadership.,0
The performance last night was truly world class and unforgettable.,1
I am so ashamed of how I allowed myself to be treated.,0
I feel so powerless and unable to change anything.,0
I feel betrayed and let down by people I trusted.,0
"I absolutely love this product, it exceeded all my expectations!",1
I feel like my efforts are never noticed or appreciated.,0
The company treated its employees with disrespect and cruelty.,0
The scholarship opened doors I never thought possible for me.,1
I feel so fulfilled knowing that my work is making a difference.,1
The performance review recognized my growth and contributions.,1
I am constantly being overlooked for opportunities I deserve.,0
I feel so powerless in the face of such overwhelming obstacles.,0
I feel deeply connected and understood in this relationship.,1
The new library is a wonderful addition to our community.,1
The children's laughter filled the house with so much warmth.,1
I feel so lost and unable to find my footing again.,0
The project outcome surpassed our wildest expectations.,1
The event was poorly organized and a huge disappointment.,0
I feel so motivated and driven after that inspiring talk.,1
The system is outdated and makes everything take twice as long.,0
I feel completely invisible in this group and it hurts.,0
The autumn leaves created the most breathtaking carpet of color.,1
This is the best decision I have ever made in my life.,1
I feel so overwhelmed and nobody seems to care.,0
The complete absence of communication is absolutely maddening.,0
The garden in full bloom is a daily reminder of life's beauty.,1
The broken promises have left me feeling deeply disappointed.,0
The project fell apart entirely due to neglect and poor oversight.,0
The volunteers did an amazing and selfless job today.,1
I feel so exhausted from pretending everything is fine.,0
The unethical conduct has cast a dark shadow over everything.,0
"I am overflowing with happiness today, life is truly beautiful.",1
The concert brought the crowd to its feet in pure excitement.,1
The results exceeded every expectation we had for this project.,1
The product stopped working on the very first day.,0
I cannot believe how irresponsible this decision was.,0
The performance last night was truly world class and unforgettable.,1
The innovation shown by this team is truly extraordinary.,1
The apathy shown by management is deeply demoralising.,0
The annual gala was a beautiful celebration of achievement.,1
The support team resolved my issue quickly and professionally.,1
I am deeply saddened by the state of this community.,0
The kindness shown to me during hard times meant everything.,1
I feel so content and at peace with where my life is headed.,1
The art installation was creative stunning and emotionally powerful.,1
We raised more money than expected for the charity drive!,1
I feel hopeless and like nothing will ever get better.,0
This city is so polluted and overcrowded these days.,0
The project launch went better than we could have ever imagined.,1
The cancellation came without notice and without any apology.,0
This has been one of the most rewarding experiences of my life.,1
